1603,0.5836,5.792,0.5647,0.4109
1604,0.5463,5.683,0.5678,0.396
1605,0.5201,5.575,0.5633,0.379
1606,0.5036,5.465,0.5545,0.3622
1607,0.4949,5.353,0.5438,0.347
1608,0.4924,5.237,0.5332,0.3342
1609,0.4947,5.117,0.5238,0.3239
1610,0.5004,4.994,0.5162,0.3163
1611,0.5084,4.866,0.5109,0.311
1612,0.518,4.734,0.5078,0.308
1613,0.5282,4.597,0.507,0.3068
1614,0.5386,4.456,0.5081,0.3071
1615,0.5486,4.312,0.511,0.3087
1616,0.5579,4.164,0.5153,0.3111
1617,0.5661,4.013,0.5207,0.3141
1618,0.5733,3.86,0.5268,0.3174
1619,0.5794,3.703,0.5333,0.3207
1620,0.5843,3.545,0.54,0.3239
1621,0.5881,3.385,0.5465,0.3267
1622,0.5911,3.223,0.5528,0.329
1623,0.5932,3.06,0.5586,0.3308
1624,0.5946,2.897,0.5638,0.332
1625,0.5953,2.732,0.5683,0.3326
1626,0.5954,2.568,0.5722,0.3325
1627,0.5949,2.403,0.5752,0.3318
1628,0.593,2.24,0.5775,0.3306
1629,0.5898,2.08,0.5787,0.3287
1630,0.5853,1.922,0.5788,0.3261
1631,0.5798,1.768,0.5777,0.3227
1632,0.5731,1.618,0.5754,0.3184
1633,0.5653,1.474,0.5717,0.3132
1634,0.5563,1.335,0.5667,0.307
1635,0.5461,1.203,0.5603,0.3
1636,0.5346,1.078,0.5525,0.292
1637,0.5218,0.9613,0.5432,0.2831
1638,0.5078,0.8535,0.5325,0.2733
1639,0.4928,0.7549,0.5203,0.2626
1640,0.4769,0.6659,0.5067,0.2511
1641,0.4604,0.5864,0.4918,0.239
1642,0.4436,0.5163,0.4758,0.2263
1643,0.4268,0.4552,0.4589,0.2133
1644,0.4104,0.4024,0.4414,0.2001
1645,0.3946,0.3572,0.4235,0.187
1646,0.3797,0.3188,0.4056,0.174
1647,0.3659,0.2864,0.3878,0.1615
1648,0.3532,0.2591,0.3704,0.1496
1649,0.3418,0.2362,0.3536,0.1382
1650,0.3317,0.2171,0.3375,0.1276
1651,0.3228,0.2012,0.3223,0.1178
1652,0.3151,0.1879,0.3079,0.1087
1653,0.3085,0.1768,0.2944,0.1004
1654,0.303,0.1676,0.2819,0.09287
1655,0.2985,0.16,0.2703,0.08608
1656,0.295,0.1537,0.2596,0.07997
1657,0.2924,0.1484,0.2497,0.0745
1658,0.2903,0.144,0.2407,0.07
1659,0.2914,0.217,0.228,0.06537
1660,0.3058,0.2725,0.2176,0.0626
1661,0.3291,0.3134,0.2101,0.06193
1662,0.358,0.3417,0.2058,0.06336
1663,0.3898,0.3592,0.2046,0.06675
1664,0.4219,0.3682,0.2065,0.07192
1665,0.4519,0.371,0.2113,0.0786
1666,0.4777,0.3697,0.2187,0.08643
1667,0.4976,0.3665,0.2282,0.095
1668,0.511,0.363,0.2392,0.1039
1669,0.5177,0.3603,0.251,0.1125
1670,0.5183,0.3591,0.263,0.1206
1671,0.5139,0.3597,0.2744,0.1277
1672,0.5058,0.3622,0.2847,0.1337
1673,0.4955,0.3662,0.2934,0.1383
1674,0.484,0.3715,0.3003,0.1416
1675,0.4725,0.3779,0.3052,0.1437
1676,0.4615,0.3848,0.3085,0.1448
1677,0.4516,0.3922,0.3101,0.145
1678,0.4429,0.3996,0.3105,0.1448
1679,0.4355,0.407,0.3098,0.1441
1680,0.4294,0.4142,0.3084,0.1432
1681,0.4245,0.4212,0.3065,0.1422
1682,0.4205,0.4278,0.3043,0.1412
1683,0.4173,0.4341,0.3019,0.1403
1684,0.4148,0.4401,0.2994,0.1394
1685,0.4128,0.4458,0.2969,0.1388
1686,0.4111,0.4513,0.2946,0.1382
1687,0.4097,0.4565,0.2923,0.1378
1688,0.4084,0.4623,0.2901,0.1375
1689,0.407,0.4756,0.2874,0.137
1690,0.4063,0.4877,0.285,0.1367
1691,0.4061,0.4989,0.2828,0.1366
1692,0.4061,0.5094,0.2809,0.1367
1693,0.4062,0.5191,0.2793,0.1369
1694,0.4062,0.5284,0.2779,0.1373
1695,0.4059,0.5374,0.2766,0.1378
1696,0.4055,0.546,0.2755,0.1383
1697,0.4047,0.5546,0.2746,0.1388
1698,0.4037,0.563,0.2736,0.1394
1699,0.4025,0.5715,0.2727,0.1399
1700,0.401,0.5799,0.2718,0.1403
1701,0.3993,0.5885,0.2708,0.1407
1702,0.3974,0.5971,0.2698,0.141
1703,0.3954,0.6059,0.2687,0.1412
1704,0.3933,0.6148,0.2675,0.1413
1705,0.3912,0.6239,0.2663,0.1414
1706,0.389,0.6331,0.2649,0.1413
1707,0.3868,0.6424,0.2635,0.1412
1708,0.3845,0.6519,0.262,0.141
1709,0.3823,0.6616,0.2604,0.1408
1710,0.3801,0.6714,0.2587,0.1405
1711,0.378,0.6814,0.257,0.1401
1712,0.3758,0.6915,0.2553,0.1398
1713,0.3737,0.7017,0.2535,0.1393
1714,0.3716,0.7122,0.2516,0.1389
1715,0.3696,0.7227,0.2497,0.1384
1716,0.3676,0.7334,0.2479,0.1379
1717,0.3656,0.7443,0.2459,0.1373
1718,0.3636,0.7553,0.244,0.1368
1719,0.3618,0.7645,0.2422,0.1363
1720,0.36,0.7729,0.2404,0.1358
1721,0.358,0.7817,0.2386,0.1353
1722,0.356,0.7909,0.2368,0.1347
1723,0.3539,0.8003,0.235,0.1341
1724,0.3518,0.8101,0.233,0.1335
1725,0.3496,0.8202,0.2311,0.1328
1726,0.3474,0.8306,0.2291,0.1321
1727,0.3453,0.8413,0.2271,0.1313
1728,0.3431,0.8523,0.2251,0.1306
1729,0.341,0.8635,0.223,0.1297
1730,0.3389,0.8749,0.2209,0.1289
1731,0.3368,0.8866,0.2188,0.1281
1732,0.3348,0.8986,0.2167,0.1272
1733,0.3328,0.9107,0.2146,0.1263
1734,0.3308,0.9231,0.2124,0.1254
1735,0.3288,0.9357,0.2103,0.1245
1736,0.3269,0.9485,0.2082,0.1236
1737,0.325,0.9614,0.2061,0.1227
1738,0.3231,0.9746,0.2039,0.1218
1739,0.3212,0.988,0.2018,0.1209
1740,0.3193,1.002,0.1997,0.12
1741,0.3174,1.015,0.1976,0.1191
1742,0.3156,1.029,0.1955,0.1182
1743,0.3137,1.043,0.1934,0.1173
1744,0.3119,1.058,0.1913,0.1164
1745,0.3101,1.072,0.1893,0.1155
1746,0.3082,1.087,0.1872,0.1145
1747,0.3064,1.101,0.1852,0.1136
1748,0.3046,1.116,0.1831,0.1127
1749,0.3026,1.134,0.181,0.1117
1750,0.3002,1.158,0.1786,0.1106
1751,0.298,1.182,0.1762,0.1094
1752,0.2959,1.206,0.1738,0.1083
1753,0.2938,1.23,0.1714,0.1072
1754,0.2919,1.254,0.1691,0.1061
1755,0.29,1.277,0.1668,0.105
1756,0.2882,1.301,0.1645,0.104
1757,0.2864,1.324,0.1623,0.103
1758,0.2847,1.348,0.1601,0.102
1759,0.2829,1.371,0.1579,0.101
1760,0.2812,1.394,0.1558,0.1
1761,0.2795,1.418,0.1537,0.09911
1762,0.2777,1.441,0.1517,0.09818
1763,0.276,1.464,0.1497,0.09727
1764,0.2743,1.487,0.1477,0.09637
1765,0.2725,1.51,0.1457,0.09548
1766,0.2708,1.533,0.1438,0.09459
1767,0.2691,1.556,0.1419,0.09372
1768,0.2673,1.579,0.14,0.09285
1769,0.2656,1.601,0.1381,0.09198
1770,0.2638,1.624,0.1363,0.09112
1771,0.2621,1.647,0.1344,0.09026
1772,0.2603,1.67,0.1326,0.0894
1773,0.2586,1.692,0.1308,0.08855
1774,0.2568,1.715,0.1291,0.0877
1775,0.2551,1.737,0.1273,0.08685
1776,0.2534,1.76,0.1255,0.08601
1777,0.2516,1.782,0.1238,0.08517
1778,0.2499,1.805,0.1221,0.08433
1779,0.2482,1.827,0.1204,0.0835
1780,0.2439,1.891,0.1174,0.08176
1781,0.2393,1.961,0.1141,0.07991
1782,0.2352,2.029,0.1109,0.07812
1783,0.2314,2.095,0.1078,0.0764
1784,0.228,2.159,0.1048,0.07476
1785,0.2247,2.222,0.1019,0.0732
1786,0.2217,2.283,0.09909,0.07171
1787,0.2189,2.342,0.09637,0.07029
1788,0.2163,2.4,0.09374,0.06894
1789,0.2138,2.457,0.0912,0.06766
1790,0.2114,2.512,0.08876,0.06645
1791,0.2091,2.566,0.0864,0.06529
1792,0.207,2.619,0.08414,0.06419
1793,0.2049,2.671,0.08195,0.06314
1794,0.203,2.722,0.07984,0.06213
1795,0.2011,2.771,0.07781,0.06118
1796,0.1992,2.82,0.07585,0.06026
1797,0.1975,2.868,0.07397,0.05939
1798,0.1958,2.915,0.07214,0.05855
1799,0.1941,2.961,0.07038,0.05775
1800,0.1925,3.006,0.06869,0.05698
1801,0.191,3.051,0.06705,0.05624
1802,0.1895,3.095,0.06546,0.05553
1803,0.188,3.138,0.06393,0.05485
1804,0.1866,3.18,0.06245,0.05419
1805,0.1853,3.222,0.06102,0.05355
1806,0.1839,3.263,0.05964,0.05294
1807,0.1827,3.303,0.05829,0.05236
1808,0.1814,3.343,0.057,0.05179
1809,0.1802,3.382,0.05574,0.05124
1810,0.1784,3.433,0.05431,0.05053
1811,0.1757,3.499,0.05266,0.04959
1812,0.1732,3.563,0.05106,0.04869
1813,0.1708,3.626,0.04953,0.04783
1814,0.1686,3.687,0.04805,0.04701
1815,0.1664,3.748,0.04662,0.04623
1816,0.1644,3.807,0.04525,0.04548
1817,0.1624,3.865,0.04393,0.04476
1818,0.1606,3.921,0.04266,0.04408
1819,0.1588,3.977,0.04144,0.04342
1820,0.1571,4.032,0.04026,0.04279
1821,0.1555,4.086,0.03912,0.04219
1822,0.154,4.139,0.03803,0.04162
1823,0.1526,4.191,0.03698,0.04107
1824,0.1512,4.242,0.03596,0.04055
1825,0.1499,4.293,0.03498,0.04005
