1460,0.1499,4.293,0.03498,0.04005
1461,0.1487,4.343,0.03404,0.03956
1462,0.1475,4.392,0.03313,0.03911
1463,0.1464,4.44,0.03225,0.03867
1464,0.1453,4.488,0.0314,0.03825
1465,0.1443,4.535,0.03059,0.03784
1466,0.1434,4.582,0.0298,0.03746
1467,0.1425,4.628,0.02904,0.03709
1468,0.1417,4.674,0.02831,0.03674
1469,0.1409,4.719,0.0276,0.03641
1470,0.1402,4.763,0.02691,0.03609
1471,0.1395,4.807,0.02625,0.03579
1472,0.1388,4.851,0.02562,0.0355
1473,0.1382,4.894,0.025,0.03523
1474,0.1377,4.937,0.0244,0.03497
1475,0.1372,4.979,0.02383,0.03473
1476,0.1337,5.095,0.02276,0.03375
1477,0.1304,5.209,0.02175,0.03284
1478,0.1274,5.32,0.0208,0.03199
1479,0.1246,5.429,0.0199,0.0312
1480,0.1219,5.536,0.01906,0.03046
1481,0.1194,5.642,0.01826,0.02977
1482,0.1171,5.745,0.01751,0.02912
1483,0.1148,5.848,0.0168,0.02851
1484,0.1128,5.949,0.01613,0.02794
1485,0.1108,6.048,0.01549,0.0274
1486,0.1089,6.147,0.01488,0.02689
1487,0.1072,6.244,0.01431,0.0264
1488,0.1055,6.341,0.01376,0.02594
1489,0.1039,6.437,0.01324,0.02551
1490,0.1025,6.531,0.01275,0.0251
1491,0.101,6.625,0.01228,0.02471
1492,0.09969,6.718,0.01183,0.02433
1493,0.09841,6.811,0.0114,0.02398
1494,0.09719,6.903,0.011,0.02364
1495,0.09603,6.994,0.01061,0.02332
1496,0.09493,7.084,0.01024,0.02302
1497,0.09388,7.174,0.009882,0.02272
1498,0.09288,7.264,0.009542,0.02244
1499,0.09193,7.353,0.009218,0.02218
1500,0.09102,7.442,0.008907,0.02192
1501,0.09015,7.53,0.00861,0.02168
1502,0.08933,7.617,0.008324,0.02145
1503,0.08854,7.705,0.008051,0.02123
1504,0.0878,7.792,0.007789,0.02101
1505,0.08708,7.879,0.007538,0.02081
1506,0.08716,7.921,0.007359,0.02079
1507,0.0878,7.933,0.007231,0.02091
1508,0.08848,7.945,0.007105,0.02102
1509,0.08918,7.957,0.006983,0.02114
1510,0.08991,7.968,0.006865,0.02126
1511,0.09066,7.98,0.006749,0.02138
1512,0.09145,7.992,0.006637,0.02151
1513,0.09227,8.003,0.006528,0.02164
1514,0.09312,8.015,0.006421,0.02178
1515,0.09399,8.026,0.006318,0.02192
1516,0.0949,8.038,0.006218,0.02207
1517,0.09584,8.049,0.00612,0.02223
1518,0.09682,8.06,0.006025,0.02239
1519,0.09782,8.072,0.005934,0.02255
1520,0.09886,8.083,0.005844,0.02273
1521,0.09993,8.094,0.005758,0.02291
1522,0.101,8.105,0.005674,0.0231
1523,0.1022,8.116,0.005592,0.02329
1524,0.1033,8.127,0.005514,0.02349
1525,0.1045,8.138,0.005438,0.0237
1526,0.1058,8.149,0.005364,0.02392
1527,0.1071,8.16,0.005293,0.02415
1528,0.1084,8.171,0.005224,0.02439
1529,0.1097,8.182,0.005158,0.02463
1530,0.1111,8.192,0.005094,0.02489
1531,0.1125,8.203,0.005032,0.02515
1532,0.114,8.214,0.004973,0.02543
1533,0.1155,8.224,0.004916,0.02571
1534,0.117,8.235,0.004862,0.02601
1535,0.1186,8.245,0.00481,0.02631
1536,0.1205,8.244,0.004771,0.02668
1537,0.1224,8.242,0.004734,0.02707
1538,0.1245,8.241,0.0047,0.02746
1539,0.1267,8.239,0.004669,0.02787
1540,0.129,8.237,0.00464,0.02829
1541,0.1314,8.235,0.004614,0.02873
1542,0.1339,8.233,0.00459,0.02919
1543,0.1366,8.231,0.00457,0.02966
1544,0.1394,8.228,0.004553,0.03016
1545,0.1423,8.225,0.00454,0.03067
1546,0.1454,8.222,0.00453,0.03121
1547,0.1486,8.219,0.004524,0.03178
1548,0.152,8.216,0.004522,0.03238
1549,0.1555,8.212,0.004524,0.033
1550,0.1593,8.208,0.00453,0.03366
1551,0.1632,8.204,0.004542,0.03435
1552,0.1673,8.2,0.004559,0.03508
1553,0.1715,8.195,0.004581,0.03584
1554,0.176,8.19,0.00461,0.03665
1555,0.1807,8.185,0.004645,0.0375
1556,0.1857,8.18,0.004688,0.0384
1557,0.1908,8.174,0.004738,0.03935
1558,0.1963,8.168,0.004798,0.04036
1559,0.2019,8.161,0.004867,0.04142
1560,0.2079,8.154,0.004946,0.04254
1561,0.2141,8.147,0.005038,0.04373
1562,0.2206,8.139,0.005143,0.04498
1563,0.2274,8.13,0.005262,0.04631
1564,0.2346,8.122,0.005398,0.04772
1565,0.2421,8.112,0.005552,0.04922
1566,0.2499,8.103,0.005727,0.0508
1567,0.2582,8.092,0.005926,0.05248
1568,0.267,8.081,0.006152,0.05425
1569,0.2765,8.069,0.006411,0.05614
1570,0.2865,8.056,0.006706,0.05815
1571,0.2973,8.042,0.007045,0.0603
1572,0.3088,8.027,0.007436,0.0626
1573,0.3211,8.01,0.007887,0.06507
1574,0.3342,7.993,0.008412,0.06774
1575,0.3483,7.974,0.009025,0.07062
1576,0.3634,7.953,0.009744,0.07375
1577,0.3796,7.931,0.01059,0.07715
1578,0.3969,7.907,0.0116,0.08086
1579,0.4155,7.881,0.01281,0.08492
1580,0.4354,7.852,0.01426,0.08938
1581,0.4567,7.821,0.01601,0.0943
1582,0.4795,7.787,0.01816,0.09974
1583,0.5038,7.75,0.0208,0.1058
1584,0.5297,7.71,0.02407,0.1125
1585,0.5571,7.665,0.02815,0.1201
1586,0.5861,7.617,0.03328,0.1286
1587,0.6165,7.563,0.03976,0.1382
1588,0.648,7.504,0.048,0.1491
1589,0.6803,7.439,0.05851,0.1616
1590,0.7127,7.367,0.07191,0.1758
1591,0.7446,7.288,0.08899,0.192
1592,0.7748,7.2,0.1106,0.2106
1593,0.8024,7.102,0.1378,0.2315
1594,0.8262,6.992,0.1714,0.2549
1595,0.8458,6.869,0.212,0.2806
1596,0.8617,6.727,0.26,0.3078
1597,0.8686,6.572,0.3146,0.3362
1598,0.8503,6.42,0.3733,0.3659
1599,0.8089,6.277,0.4314,0.3928
1600,0.7522,6.144,0.4832,0.4123
1601,0.6904,6.02,0.5238,0.4217
1602,0.6323,5.904,0.5509,0.4205
