1460,0.0005536,-0.0001406,-0.000225,-5.624e-05,-1.005e-05,-0.0002478,0,0,0,0,0.0002068,2.51e-05,0.0002404,-0.0005536,0.01219,-0.007089,0,0,0,0,7.53e-05,-7.006e-05,-4.172e-05,-5.788e-05,-2.347e-06,0,0,0,0,0,0.000225,5.624e-05,7.006e-05,4.511e-05,-4.942e-06,-2.685e-06,-0.0001328,-0.0002404,-6.621e-05,0
1461,0.0005447,-0.0001346,-0.0002231,-5.531e-05,-9.805e-06,-0.0002418,0,0,0,0,0.0002038,2.403e-05,0.0002375,-0.0005447,0.01208,-0.007055,0,0,0,0,7.209e-05,-6.817e-05,-3.95e-05,-5.54e-05,-2.247e-06,0,0,0,0,0,0.0002231,5.531e-05,6.817e-05,4.318e-05,-4.697e-06,-2.61e-06,-0.0001291,-0.0002375,-6.435e-05,0
1462,0.0005366,-0.000129,-0.0002213,-5.444e-05,-9.572e-06,-0.000236,0,0,0,0,0.000201,2.303e-05,0.0002348,-0.0005366,0.01198,-0.00702,0,0,0,0,6.908e-05,-6.635e-05,-3.741e-05,-5.306e-05,-2.152e-06,0,0,0,0,0,0.0002213,5.444e-05,6.635e-05,4.138e-05,-4.468e-06,-2.538e-06,-0.0001255,-0.0002348,-6.258e-05,0
1463,0.000529,-0.0001238,-0.0002197,-5.362e-05,-9.35e-06,-0.0002306,0,0,0,0,0.0001983,2.209e-05,0.0002321,-0.000529,0.01187,-0.006986,0,0,0,0,6.626e-05,-6.459e-05,-3.546e-05,-5.084e-05,-2.062e-06,0,0,0,0,0,0.0002197,5.362e-05,6.459e-05,3.969e-05,-4.255e-06,-2.47e-06,-0.0001222,-0.0002321,-6.091e-05,0
1464,0.000522,-0.0001189,-0.0002181,-5.285e-05,-9.139e-06,-0.0002253,0,0,0,0,0.0001957,2.121e-05,0.0002296,-0.000522,0.01178,-0.006952,0,0,0,0,6.362e-05,-6.289e-05,-3.362e-05,-4.874e-05,-1.977e-06,0,0,0,0,0,0.0002181,5.285e-05,6.289e-05,3.811e-05,-4.056e-06,-2.405e-06,-0.000119,-0.0002296,-5.931e-05,0
1465,0.0005155,-0.0001143,-0.0002166,-5.212e-05,-8.937e-06,-0.0002204,0,0,0,0,0.0001932,2.038e-05,0.0002272,-0.0005155,0.01168,-0.006918,0,0,0,0,6.113e-05,-6.126e-05,-3.19e-05,-4.675e-05,-1.896e-06,0,0,0,0,0,0.0002166,5.212e-05,6.126e-05,3.662e-05,-3.87e-06,-2.344e-06,-0.0001159,-0.0002272,-5.779e-05,0
1466,0.0005095,-0.0001099,-0.0002152,-5.144e-05,-8.745e-06,-0.0002156,0,0,0,0,0.0001909,1.96e-05,0.0002249,-0.0005095,0.01159,-0.006884,0,0,0,0,5.88e-05,-5.968e-05,-3.027e-05,-4.486e-05,-1.819e-06,0,0,0,0,0,0.0002152,5.144e-05,5.968e-05,3.522e-05,-3.696e-06,-2.285e-06,-0.000113,-0.0002249,-5.634e-05,0
1467,0.000504,-0.0001058,-0.0002138,-5.081e-05,-8.562e-06,-0.0002111,0,0,0,0,0.0001886,1.887e-05,0.0002227,-0.000504,0.0115,-0.006851,0,0,0,0,5.66e-05,-5.816e-05,-2.875e-05,-4.306e-05,-1.747e-06,0,0,0,0,0,0.0002138,5.081e-05,5.816e-05,3.391e-05,-3.533e-06,-2.229e-06,-0.0001103,-0.0002227,-5.496e-05,0
1468,0.0004989,-0.000102,-0.0002126,-5.021e-05,-8.388e-06,-0.0002068,0,0,0,0,0.0001865,1.818e-05,0.0002206,-0.0004989,0.01142,-0.006817,0,0,0,0,5.453e-05,-5.669e-05,-2.731e-05,-4.136e-05,-1.678e-06,0,0,0,0,0,0.0002126,5.021e-05,5.669e-05,3.267e-05,-3.381e-06,-2.176e-06,-0.0001076,-0.0002206,-5.365e-05,0
1469,0.0004942,-9.839e-05,-0.0002114,-4.965e-05,-8.221e-06,-0.0002027,0,0,0,0,0.0001844,1.753e-05,0.0002186,-0.0004942,0.01133,-0.006784,0,0,0,0,5.259e-05,-5.527e-05,-2.596e-05,-3.975e-05,-1.612e-06,0,0,0,0,0,0.0002114,4.965e-05,5.527e-05,3.15e-05,-3.238e-06,-2.125e-06,-0.0001051,-0.0002186,-5.24e-05,0
1470,0.00049,-9.498e-05,-0.0002103,-4.914e-05,-8.062e-06,-0.0001988,0,0,0,0,0.0001824,1.692e-05,0.0002167,-0.00049,0.01125,-0.006751,0,0,0,0,5.076e-05,-5.39e-05,-2.469e-05,-3.821e-05,-1.55e-06,0,0,0,0,0,0.0002103,4.914e-05,5.39e-05,3.041e-05,-3.104e-06,-2.077e-06,-0.0001027,-0.0002167,-5.12e-05,0
1471,0.0004861,-9.178e-05,-0.0002093,-4.865e-05,-7.911e-06,-0.0001951,0,0,0,0,0.0001806,1.635e-05,0.0002148,-0.0004861,0.01117,-0.006718,0,0,0,0,4.904e-05,-5.257e-05,-2.349e-05,-3.675e-05,-1.491e-06,0,0,0,0,0,0.0002093,4.865e-05,5.257e-05,2.937e-05,-2.978e-06,-2.03e-06,-0.0001004,-0.0002148,-5.007e-05,0
1472,0.0004826,-8.875e-05,-0.0002083,-4.821e-05,-7.766e-06,-0.0001915,0,0,0,0,0.0001787,1.58e-05,0.0002131,-0.0004826,0.01109,-0.006686,0,0,0,0,4.741e-05,-5.129e-05,-2.236e-05,-3.536e-05,-1.434e-06,0,0,0,0,0,0.0002083,4.821e-05,5.129e-05,2.84e-05,-2.86e-06,-1.986e-06,-9.825e-05,-0.0002131,-4.898e-05,0
1473,0.0004795,-8.59e-05,-0.0002074,-4.78e-05,-7.627e-06,-0.0001881,0,0,0,0,0.000177,1.529e-05,0.0002115,-0.0004795,0.01102,-0.006654,0,0,0,0,4.588e-05,-5.006e-05,-2.13e-05,-3.404e-05,-1.381e-06,0,0,0,0,0,0.0002074,4.78e-05,5.006e-05,2.748e-05,-2.749e-06,-1.944e-06,-9.616e-05,-0.0002115,-4.794e-05,0
1474,0.0004767,-8.322e-05,-0.0002066,-4.742e-05,-7.495e-06,-0.0001848,0,0,0,0,0.0001753,1.481e-05,0.0002099,-0.0004767,0.01095,-0.006622,0,0,0,0,4.443e-05,-4.887e-05,-2.03e-05,-3.279e-05,-1.33e-06,0,0,0,0,0,0.0002066,4.742e-05,4.887e-05,2.662e-05,-2.645e-06,-1.904e-06,-9.417e-05,-0.0002099,-4.695e-05,0
1475,0.0004742,-8.068e-05,-0.0002058,-4.707e-05,-7.369e-06,-0.0001817,0,0,0,0,0.0001737,1.436e-05,0.0002084,-0.0004742,0.01087,-0.00659,0,0,0,0,4.307e-05,-4.771e-05,-1.935e-05,-3.159e-05,-1.281e-06,0,0,0,0,0,0.0002058,4.707e-05,4.771e-05,2.58e-05,-2.547e-06,-1.866e-06,-9.228e-05,-0.0002084,-4.6e-05,0
1476,0.0004562,-7.354e-05,-0.0002008,-4.48e-05,-6.952e-06,-0.0004713,0,0,0,0,0.0001696,1.308e-05,0.0002028,-0.0004562,0.02942,-0.01792,0,0,0,0,3.925e-05,-4.562e-05,-1.769e-05,-8.031e-05,-1.184e-06,0,0,0,0,0,0.0002008,4.48e-05,4.562e-05,2.351e-05,-2.309e-06,-1.755e-06,-8.681e-05,-0.0002028,-0.000119,0
1477,0.0004385,-6.699e-05,-0.0001959,-4.264e-05,-6.551e-06,-0.0004442,0,0,0,0,0.0001658,1.192e-05,0.0001973,-0.0004385,0.02894,-0.0177,0,0,0,0,3.575e-05,-4.359e-05,-1.615e-05,-7.414e-05,-1.093e-06,0,0,0,0,0,0.0001959,4.264e-05,4.359e-05,2.142e-05,-2.092e-06,-1.65e-06,-8.159e-05,-0.0001973,-0.0001118,0
1478,0.0004222,-6.12e-05,-0.0001913,-4.067e-05,-6.188e-06,-0.0004195,0,0,0,0,0.0001624,1.088e-05,0.0001922,-0.0004222,0.02849,-0.01748,0,0,0,0,3.265e-05,-4.169e-05,-1.477e-05,-6.857e-05,-1.011e-06,0,0,0,0,0,0.0001913,4.067e-05,4.169e-05,1.956e-05,-1.901e-06,-1.554e-06,-7.687e-05,-0.0001922,-0.0001054,0
1479,0.0004074,-5.605e-05,-0.000187,-3.887e-05,-5.857e-06,-0.0003971,0,0,0,0,0.0001593,9.968e-06,0.0001875,-0.0004074,0.02808,-0.01727,0,0,0,0,2.99e-05,-3.99e-05,-1.353e-05,-6.353e-05,-9.369e-07,0,0,0,0,0,0.000187,3.887e-05,3.99e-05,1.791e-05,-1.733e-06,-1.467e-06,-7.258e-05,-0.0001875,-9.949e-05,0
1480,0.0003937,-5.147e-05,-0.000183,-3.723e-05,-5.555e-06,-0.0003766,0,0,0,0,0.0001565,9.151e-06,0.000183,-0.0003937,0.02768,-0.01707,0,0,0,0,2.745e-05,-3.82e-05,-1.241e-05,-5.896e-05,-8.695e-07,0,0,0,0,0,0.000183,3.723e-05,3.82e-05,1.645e-05,-1.584e-06,-1.388e-06,-6.867e-05,-0.000183,-9.414e-05,0
